"";"taxon";"lfc_(Intercept)";"lfc_TreatmentWWTP effluent";"se_(Intercept)";"se_TreatmentWWTP effluent";"W_(Intercept)";"W_TreatmentWWTP effluent";"p_(Intercept)";"p_TreatmentWWTP effluent";"q_(Intercept)";"q_TreatmentWWTP effluent";"diff_(Intercept)";"diff_TreatmentWWTP effluent"
"1";"Family:Clade III";2,59739474508266;-5,20943322803429;0,788066498138034;1,11485370702421;3,29590808798436;-4,67275050996549;0,000981041055404362;2,97192692266788e-06;0,40026475060498;0,00121551811137116;FALSE;TRUE
"2";"Genus:hgcI clade";2,28290736236189;-4,58045846259275;0,828020891006859;1,17135671334016;2,75706493297037;-3,91038734010535;0,00583227685618995;9,21482324249197e-05;1;0,0349241800890446;FALSE;TRUE
"3";"Genus:Flavobacterium";-0,38536224254472;0,756080747220472;0,0947438663432879;0,134456989894565;-4,06741098308599;5,62321637434658;4,75383589832302e-05;1,87434388385109e-08;0,0203939560038057;7,96596150636713e-06;TRUE;TRUE
"4";"Family:NS11-12 marine group";0,633527798982932;-1,28169933583483;0,577682189774324;0,817333078759895;1,09667185555855;-1,56814812607303;0,272784863829131;0,116846567256423;1;1;FALSE;FALSE
"5";"Genus:Candidatus Methylopumilus";1,84649357660053;-3,70763089107003;0,939474465346001;1,32897342647586;1,96545371344444;-2,78984576907744;0,049361747885322;0,00527331551666535;1;1;FALSE;FALSE
"6";"Family:Sporichthyaceae";2,23382959109007;-4,4823029200491;0,754340582416325;1,0671590180189;2,96130109284933;-4,20022025243264;0,00306342296260602;2,66655453296577e-05;1;0,0104528937692258;FALSE;TRUE
"7";"Family:Methylacidiphilaceae";3,10500078054039;-6,22464529894974;1,13746239702084;1,6089674550317;2,72976125511735;-3,86872045141964;0,0063380207193739;0,00010940799096392;1;0,0411374046024339;FALSE;TRUE
"8";"Genus:Pseudarcicella";1,43274488464755;-2,88013350716407;0,869113467098263;1,22946942044179;1,64851304103146;-2,3425824662879;0,0992474368395296;0,0191508012438056;1;1;FALSE;FALSE
"9";"Genus:CL500-29 marine group";2,3261817699877;-4,66700727784437;0,739766100191847;1,04654802773471;3,14448278906595;-4,45942962402432;0,00166380697911225;8,217805046026e-06;0,665522791644899;0,00329533982345643;FALSE;TRUE
"10";"Genus:Aeromonas";-1,46940186553373;2,9241599931985;0,176660876336162;0,250260048878319;-8,31764166468676;11,6844858230659;8,9730813766805e-17;1,53002650445523e-31;4,62113690899046e-14;7,87963649794445e-29;TRUE;TRUE
"11";"Genus:Limnohabitans";0,640623687200123;-1,29589111226922;0,112667644074253;0,159793319977644;5,68595973106459;-8,10979528086978;1,30080046487134e-08;5,07051168960498e-16;6,02270615235432e-06;2,35271742397671e-13;TRUE;TRUE
"12";"Genus:Sediminibacterium";1,78898594037962;-3,5926156186282;0,552023942136335;0,781048158304362;3,24077599507049;-4,59973636763665;0,00119204815633478;4,23025956197235e-06;0,482193103307301;0,00172171564172275;FALSE;TRUE
"13";"Genus:Algoriphagus";1,67939393020689;-3,37343159828275;0,700658392912571;0,991242645427191;2,3968797736452;-3,40323493328812;0,0165353482065072;0,00066592993395843;1;0,238402916357118;FALSE;FALSE
"14";"Genus:Fluviicola";1,49341744604371;-3,00147862995639;0,739457590261187;1,04611173830355;2,01961203145702;-2,86917593987026;0,0434236461800605;0,00411542806387767;1;1;FALSE;FALSE
"15";"Genus:Edaphobaculum";0,0490931465863209;-0,112830031041611;0,31133937517471;0,440690734338353;0,157683706273169;-0,256029959901501;0,874706040367316;0,79792770347018;1;1;FALSE;FALSE
"16";"Genus:Polynucleobacter";1,67145775757729;-3,35755925302354;0,236187897034118;0,334425246508176;7,07681375111205;-10,0397900220773;1,47506564431526e-12;1,01890818968473e-23;7,25732297003106e-10;5,05378462083624e-21;TRUE;TRUE
"17";"Genus:Armatimonas";1,62677755050258;-3,26819883887412;0,80413853889476;1,13758257555995;2,02300657389022;-2,87293327894498;0,0430724697543418;0,00406679994624348;1;1;FALSE;FALSE
"18";"Family:Chitinophagaceae";-0,0533081152447869;0,0919724926206039;0,496482081422018;0,702503405038431;-0,107371680146245;0,130921063102281;0,914494120571142;0,895837752150003;1;1;FALSE;FALSE
"19";"Genus:Methylophilus";-0,973596040074733;1,9325483422805;0,863813528548708;1,22197429572569;-1,12709052115735;1,58149672136337;0,259704210585075;0,113764508009476;1;1;FALSE;FALSE
"20";"Order:Candidatus Nomurabacteria";-3,73632431297078;7,45800488807259;0,605020125433446;0,855993467429114;-6,1755372357143;8,71268902375146;6,59388629538339e-10;2,96749905523281e-18;3,11890821771634e-07;1,40659455218035e-15;TRUE;TRUE
"21";"Family:Paracaedibacteraceae";-2,02703067811699;4,039417618365;0,131317107449949;0,18615612788222;-15,4361508373125;21,6990848720312;9,35173072069949e-54;2,09286393508532e-104;5,45205901016781e-51;1,22013967415474e-101;TRUE;TRUE
"22";"Genus:Ideonella";-1,3233586227858;2,63207350770262;0,518211872350218;0,733232599993969;-2,55370186094741;3,5896842389772;0,010658447674788;0,000331078762993341;1;0,120512669729576;FALSE;FALSE
"23";"Family:LWQ8";-4,01202377054999;8,00940380323101;0,081881000287167;0,116272847260324;-48,9982261633263;68,8845589658495;0;0;0;0;TRUE;TRUE
"24";"Genus:Candidatus Planktophila";2,87083373273632;-5,7563112033416;1,12438647514165;1,59047548586453;2,55324463270039;-3,61923918633217;0,0106724507728738;0,000295470441371819;1;0,108142181542086;FALSE;FALSE
"25";"Genus:Candidatus Aquirestis";2,1666393472904;-4,34792243244978;0,740951251609184;1,0482240485305;2,92413211069546;-4,14789418211223;0,0034541811302206;3,35547416383217e-05;1;0,0130527944973072;FALSE;TRUE
"26";"Genus:Cyanobium PCC-6307";2,89417318703586;-5,80299011194068;1,07015599231587;1,51378278011579;2,70444048140377;-3,83343646668832;0,00684195255489798;0,000126365449160731;1;0,047387043435274;FALSE;TRUE
"27";"Class:Verrucomicrobiae";2,44757043498161;-4,90978460783219;0,829557306035582;1,17352949432346;2,95045371449797;-4,18377606321918;0,00317307583501868;2,86706545700585e-05;1;0,0111815552823228;FALSE;TRUE
"28";"Genus:Limnobacter";-1,28035431230765;2,54606488674632;0,651251903715333;0,92137312770341;-1,96598935834712;2,76333746903665;0,0492998398767959;0,00572135785777659;1;1;FALSE;FALSE
"29";"Class:Gracilibacteria";-3,2713214730018;6,52799920813463;0,181633493307056;0,257290466474937;-18,0105629938612;25,3720990815279;1,60982882147685e-72;5,12632185767118e-142;9,73946436993495e-70;3,10142472389106e-139;TRUE;TRUE
"30";"Genus:Sphingorhabdus";2,61616724507195;-5,24697822801288;1,16725135207063;1,6510950107157;2,24130581680719;-3,17787782893152;0,0250062724379496;0,00148357250014804;1;0,523701092552256;FALSE;FALSE
"31";"Genus:Rhizobacter";1,64885470756089;-3,31235315299074;0,693774861279462;0,981508098934483;2,37664233685271;-3,37475885994889;0,0174710193742909;0,000738803966758952;1;0,262275408199428;FALSE;FALSE
"32";"Order:Candidatus Kaiserbacteria";-3,72686975295627;7,43909576804357;0,0808379618955436;0,114798106093614;-46,1029653094424;64,8015548442691;0;0;0;0;TRUE;TRUE
"33";"Family:Rickettsiaceae";-2,59643017460567;5,17821661134237;0,217964607391828;0,308658475622962;-11,9121641154251;16,7765249306413;1,02287512014633e-32;3,62434130119171e-63;5,67695691681214e-30;2,01513376346259e-60;TRUE;TRUE
"34";"Genus:Terrimicrobium";3,10298723341553;-6,22061820470004;0,80911429677293;1,1446192302058;3,83504190420498;-5,43466162418184;0,000125542888750831;5,49005149208767e-08;0,0529790990528505;2,316801729661e-05;FALSE;TRUE
"35";"Order:Saccharimonadales";-2,15053499257556;4,28642624728214;0,0981741253064767;0,139305922751392;-21,9053135015167;30,7698779967293;2,31184568562609e-106;6,63011644857822e-208;1,46339831900131e-103;4,19686371195001e-205;TRUE;TRUE
"36";"Genus:Roseomonas";2,75648027858238;-5,52760429503374;0,991053222921355;1,40191585482964;2,78136452697972;-3,94289306022968;0,00541309178740103;8,05045582216598e-05;1;0,0306722366824524;FALSE;TRUE
"37";"Genus:Arcobacter";-2,9889023856861;5,96316103350322;0,173406830494161;0,24565943669564;-17,236359012898;24,2740971554506;1,41684083688623e-66;3,68133175020167e-130;8,50104502131739e-64;2,208799050121e-127;TRUE;TRUE
"38";"Genus:SH3-11";2,26311248972082;-4,54086871731061;0,899239694956082;1,27207368293075;2,51669549555566;-3,56965856478442;0,011846116073467;0,000357446806620629;1;0,129753190803288;FALSE;FALSE
"39";"Genus:Vogesella";-1,45909757495059;2,90355141203221;0,360903119750816;0,510777753136176;-4,04290651728923;5,68456906003521;5,27926728482214e-05;1,3114292157593e-08;0,0225424713061905;5,59980275129222e-06;TRUE;TRUE
"40";"Order:Candidatus Peribacteria";-3,63497424836889;7,2553047588688;0,182375051125309;0,258338907315921;-19,9313131151438;28,0844447096632;2,17772761153741e-88;1,51730039315287e-173;1,34801339154166e-85;9,40726243754778e-171;TRUE;TRUE
"41";"Order:Candidatus Campbellbacteria";-3,38986413288855;6,76508452790812;0,0852234225709959;0,120998379928353;-39,7762027224922;55,9105380742614;0;0;0;0;TRUE;TRUE
"42";"Family:Rhodobacteraceae";1,45757928704011;-2,92980231194919;0,872701034780282;1,23454292670988;1,67019314627842;-2,37318788076268;0,0948811555955153;0,0176352908443311;1;1;FALSE;FALSE
"43";"Genus:Novosphingobium";-2,84988485290628;5,68512596794358;0,0969202032838045;0,137533416884422;-29,4044456815795;41,3363246309887;4,81802584706203e-190;0;3,18953311075507e-187;0;TRUE;TRUE
"44";"Genus:Sandarakinorhabdus";2,79085395233882;-5,5963516425466;0,785127549692267;1,11069748663852;3,55465039207031;-5,03859215481232;0,000378481986368502;4,68968605666627e-07;0,157070024342928;0,000195559908562983;FALSE;TRUE
"45";"Order:Chitinophagales";0,650468096038487;-1,31557992994594;0,188363847968477;0,266806143127971;3,45325338728132;-4,93084572387428;0,000553868476198907;8,18743770148143e-07;0,227086075241552;0,000336503689530887;FALSE;TRUE
"46";"Genus:Dinghuibacter";1,82994562533189;-3,67453498853275;0,614758700684543;0,869765459208781;2,97668926571388;-4,22474237120826;0,00291379169355568;2,39214277729998e-05;1;0,00940112111478893;FALSE;TRUE
"47";"Family:Oxalobacteraceae";1,54200783718722;-3,09865941224341;0,873746283355709;1,23602110805754;1,76482334352827;-2,50696318375426;0,0775934601302985;0,0121773394585229;1;1;FALSE;FALSE
"48";"Family:Comamonadaceae";0,628623834564651;-1,27189140699827;0,117121069120746;0,166088544191749;5,36729931927597;-7,65791170720283;7,99243579072712e-08;1,88980730630633e-14;3,66053559215302e-05;8,67421553594605e-12;TRUE;TRUE
"49";"Class:SL56 marine group";2,13010894460844;-4,27486162708585;0,605001567781948;0,855967223785252;3,52083210696103;-4,99418845523265;0,000430194906210945;5,9083683063039e-07;0,176810106452698;0,000244015611050351;FALSE;TRUE
"50";"Genus:Malikia";-1,84813194697607;3,68162015608317;0,131257562998172;0,186071953770299;-14,0801939694843;19,7860025731124;5,02716187910644e-45;3,93004084513772e-87;2,8855909186071e-42;2,26370352679933e-84;TRUE;TRUE
"51";"Class:Parcubacteria";-4,02698218053859;8,03932062320822;0,180015197918225;0,255002468862347;-22,370234441916;31,52644230887;7,67324662728139e-111;3,77215463068636e-218;4,87251160832368e-108;2,39531819048584e-215;TRUE;TRUE
"52";"Order:Candidatus Magasanikbacteria";-3,70927139232975;7,40389904679053;0,0634488198399957;0,0901948294132317;-58,4608413786693;82,0878435599588;0;0;0;0;TRUE;TRUE
"53";"Genus:Acidovorax";-2,73484375466737;5,45504377146576;0,273142005310655;0,386678113669576;-10,012534511332;14,1074541811984;1,34267875485257e-23;3,41692069484078e-45;7,1564777633642e-21;1,82463565104498e-42;TRUE;TRUE
"54";"Genus:Cloacibacterium";-3,13378723598457;6,25293073410016;0,393017885804364;0,556191374315539;-7,97365043468912;11,2424086795577;1,54054887950379e-15;2,52400157720298e-29;7,84139379667431e-13;1,28471680279632e-26;TRUE;TRUE
"55";"Order:Candidatus Adlerbacteria";-3,38949657811746;6,76434941836595;0,0851829476055838;0,120941158415315;-39,7907876328909;55,9309130737526;0;0;0;0;TRUE;TRUE
"56";"Genus:Polaromonas";2,98459862461414;-5,98384098709726;0,557926317960243;0,789395064108704;5,3494494318277;-7,5802868033556;8,82222067137318e-08;3,44791909600077e-14;4,03175484681754e-05;1,57569902687235e-11;TRUE;TRUE
"57";"Genus:Hirschia";0,579890297243816;-1,1744243323566;0,772180483421496;1,09238793096984;0,750977666094783;-1,07509823118783;0,452666096957526;0,282330751315443;1;1;FALSE;FALSE
"58";"Genus:Chthoniobacter";0,775314329182297;-1,56527239623356;0,74957896044231;1,06042520963439;1,03433309911047;-1,47607995548619;0,300980468306428;0,139922429206255;1;1;FALSE;FALSE
"59";"Order:Candidatus Zambryskibacteria";-3,52572276271982;7,03680178757067;0,0868775474616363;0,123336862504841;-40,5826691214634;57,0535170480314;0;0;0;0;TRUE;TRUE
"60";"Order:Candidatus Moranbacteria";-3,54403399082528;7,07342424378158;0,186222558729658;0,263778677737734;-19,0311743915526;26,815754421267;9,41195994439686e-81;2,116863111278e-158;5,76011948597088e-78;1,29763708721342e-155;TRUE;TRUE
"61";"Family:cvE6";-2,7814698252417;5,54829591261443;0,274578025578834;0,388708675174509;-10,1299797002259;14,2736611425602;4,06733872570055e-24;3,19362392196282e-46;2,1760262182498e-21;1,70858879825011e-43;TRUE;TRUE
"62";"Order:Chloroplast";1,14585800874651;-2,30635975536198;0,160817188124723;0,22786038945668;7,12522101715787;-10,1218108196048;1,03913806298054e-12;4,42158333182588e-24;5,16451617301331e-10;2,19752691591746e-21;TRUE;TRUE
"63";"Genus:Chryseobacterium";-2,27772134791449;4,54079895796001;0,16320828904608;0,231240846996764;-13,9559170752131;19,6366646158477;2,89553073220548e-44;7,51764404547252e-86;1,65334804808933e-41;4,30009239401028e-83;TRUE;TRUE
"64";"Genus:Rhodoferax";-0,252504336443145;0,490364935017321;0,102077792973308;0,144823987868595;-2,47364611918257;3,38593724861553;0,0133742100242668;0,000709356023792496;1;0,252530744470128;FALSE;FALSE
"65";"Order:Candidatus Falkowbacteria";-2,9017526191129;5,78886150035682;0,186097662758752;0,26360209377958;-15,5926333307828;21,960605158157;8,16953117748634e-55;6,85796721400726e-107;4,77100620765202e-52;4,00505285298024e-104;TRUE;TRUE
"66";"Genus:Mycobacterium";-0,322208905625824;0,629774073382679;0,109095078127828;0,154743289154981;-2,9534687646338;4,06979893487942;0,00314224406269891;4,70537289639515e-05;1;0,0180686319221574;FALSE;TRUE
"67";"Genus:Rhizorhapis";1,85180565303813;-3,71825504394523;0,678281540547132;0,959597785589614;2,73014307826273;-3,87480577777761;0,0063306843300671;0,000106709774290234;1;0,0403362946817085;FALSE;TRUE
"68";"Class:Gammaproteobacteria";-3,01347892226773;6,01231410666649;0,183793657156584;0,26034458778458;-16,3959897685718;23,0936781049635;2,04286111674751e-60;5,35933640924058e-118;1,20733091999778e-57;3,17808649067966e-115;TRUE;TRUE
"69";"Family:Holosporaceae";0,472712455526552;-0,960068648922072;0,117889802246172;0,167175208168886;4,0097824113697;-5,74288890941398;6,07747257257266e-05;9,30747922924428e-09;0,0258292584334338;3,9929085893458e-06;TRUE;TRUE
"70";"Genus:Tibeticola";1,73333155935135;-3,48130685657167;0,62498616953871;0,884228843036;2,77339186662433;-3,93711071968496;0,00554752736627599;8,24685622333241e-05;1;0,0313380536486632;FALSE;TRUE
"71";"Genus:Perlucidibaca";-0,215874425747207;0,417105113625444;0,467648506919415;0,661728574499371;-0,461616839470432;0,63032658660842;0,644356116494969;0,528480931716431;1;1;FALSE;FALSE
"72";"Order:Microtrichales";1,0360427039657;-2,08672914580038;0,158959492984116;0,22523405820392;6,51765229314887;-9,26471405985641;7,14162996405225e-11;1,9560071476679e-20;3,44940727263724e-08;9,46707459471263e-18;TRUE;TRUE
"73";"Order:Candidatus Liptonbacteria";-3,01779378667849;6,020943835488;0,0759077953791484;0,107826577792516;-39,7560457605842;55,8391442884677;0;0;0;0;TRUE;TRUE
"74";"Genus:GKS98 freshwater group";1,96497585826593;-3,94459545440083;0,534652855404467;0,75648269433143;3,67523681656842;-5,2143895477834;0,00023762889161629;1,84423549684437e-07;0,0993288766956093;7,74578908674635e-05;FALSE;TRUE
"75";"Genus:Brevundimonas";0,73223561068131;-1,47911495923159;0,771045262486055;1,09078251833984;0,94966618213876;-1,35601271047393;0,342281898413738;0,175095123953604;1;1;FALSE;FALSE
"76";"Order:Candidatus Roizmanbacteria";-3,02078047352051;6,02691720917205;0,0928800130505555;0,131822252052153;-32,5234716738926;45,7200291707019;4,9676166169854e-232;0;3,33823836661419e-229;0;TRUE;TRUE
"77";"Genus:Aquabacterium";-2,63525551989532;5,25586730192167;0,0745657320526417;0,105928516172445;-35,3413752852972;49,6171143695193;1,36026847532971e-273;0;9,18181220847555e-271;0;TRUE;TRUE
"78";"Genus:Cytophaga";0,370016028732079;-0,754675795333127;0,519777948374762;0,735447271368157;0,711873271825099;-1,02614534680263;0,476543254638531;0,30482307824523;1;1;FALSE;FALSE
"79";"Family:Opitutaceae";2,3231810013161;-4,66100574050116;0,398671108200518;0,5641856729243;5,82731217168517;-8,26147483742742;5,63271890663282e-09;1,43883484187906e-16;2,62484701049089e-06;6,70497036315642e-14;TRUE;TRUE
"80";"Genus:Rhodovarius";1,60347659559234;-3,22159692905364;0,798540104015957;1,12966534073749;2,00801010184492;-2,85181532342176;0,0446422182121727;0,00434703477186494;1;1;FALSE;FALSE
"81";"Family:Microscillaceae";0,797543093235912;-1,60972992434079;0,402471000845821;0,569559160955956;1,98161629424187;-2,82627343161156;0,0475222020856527;0,00470930457958193;1;1;FALSE;FALSE
"82";"Family:ST-12K33";-0,12260512775797;0,23056651764697;0,525204890340937;0,743121802660336;-0,233442471714954;0,310267464662662;0,815417836375302;0,756357570562855;1;1;FALSE;FALSE
"83";"Genus:Phenylobacterium";1,93968160559042;-3,89400694904981;0,0953368121322498;0,135295169826298;20,3455681201058;-28,7815666593952;5,08198358662526e-92;3,649051227565e-182;3,16099379088091e-89;2,28065701722812e-179;TRUE;TRUE
"84";"Family:Gemmataceae";1,56090397599239;-3,13645168985375;0,653961852584485;0,925205468139073;2,38684255025524;-3,39000556942482;0,016993767547042;0,000698912037324785;1;0,249511597324948;FALSE;FALSE
"85";"Class:Actinobacteria";-2,53369975324847;5,05275576862796;0,273769177026032;0,387564946761814;-9,25487588037547;13,0371846340718;2,14479454190554e-20;7,51822989447321e-39;1,12601713450041e-17;3,93955246470396e-36;TRUE;TRUE
"86";"Family:NS9 marine group";1,85782127613617;-3,73028629014131;0,708044142108808;1,00168742241233;2,62387775796424;-3,72400232515429;0,00869349805037023;0,000196089117925681;1;0,0721607953966507;FALSE;FALSE
"87";"Genus:Pseudorhodobacter";0,508093144561741;-1,03083002699245;0,573459842490447;0,811361987709505;0,886013469321882;-1,27049337115547;0,375610269095911;0,203908942610031;1;1;FALSE;FALSE
"88";"Genus:Rhodobacter";0,805320739027815;-1,6252852159246;0,0787910164900715;0,111903795428322;10,2209715637987;-14,5239507713181;1,59731809193407e-24;8,54405214679058e-48;8,57759815368597e-22;4,61378815926691e-45;TRUE;TRUE
"89";"Genus:Methylorosula";1,1493121237118;-2,31326798529257;0,324563530912023;0,459390547428499;3,54110062976649;-5,03551498445364;0,000398461576325023;4,76565845103546e-07;0,16496309259856;0,000198251391563075;FALSE;TRUE
"90";"Genus:Solitalea";0,377406651434129;-0,769457040737227;0,392789902767948;0,555868980719035;0,960835929779725;-1,38424173218284;0,336634669750183;0,166284448914766;1;1;FALSE;FALSE
"91";"Genus:Bacteroides";-3,34066484433461;6,66668595080026;0,0663062703204974;0,0942418489540706;-50,3823368165214;70,740186284432;0;0;0;0;TRUE;TRUE
"92";"Genus:Aquaspirillum";-2,99473498250182;5,97482622713468;0,0860801641464605;0,122209588313196;-34,7900705371153;48,8899955363776;3,43699580400435e-265;0;2,31653517189893e-262;0;TRUE;TRUE
"93";"Family:Neisseriaceae";-1,68810139119235;3,36155904451574;0,208434109125135;0,295183127734201;-8,0989690136507;11,3880460252548;5,54268983017385e-16;4,79624601306486e-30;2,82677181338866e-13;2,44608546666308e-27;TRUE;TRUE
"94";"Kingdom:Bacteria";-1,98223644610325;3,94982915433753;0,228610436801063;0,323711039285008;-8,67080468346332;12,2017128704096;4,2907717725094e-18;3,04353437248981e-34;2,22691054993238e-15;1,57959433932221e-31;TRUE;TRUE
"95";"Order:Flavobacteriales";-0,159795719643671;0,304947701418373;0,389135959705355;0,550701898590238;-0,410642387726554;0,553743690005463;0,68133477755136;0,57975427032447;1;1;FALSE;FALSE
"96";"Family:Sphingobacteriaceae";1,44138568537204;-2,89741510861305;0,579308149321636;0,819632452807409;2,4881156722202;-3,53501755413516;0,0128421956353333;0,00040774806993172;1;0,147197053245351;FALSE;FALSE
"97";"Genus:Hydrogenophaga";-2,63215159532811;5,24965945278725;0,0774016773256524;0,109939177877327;-34,0063896064403;47,7505794944634;1,792405980263e-253;0;1,206289224717e-250;0;TRUE;TRUE
"98";"Genus:CL500-3";2,03240476578221;-4,07945326943339;0,706242076133537;0,999138976732328;2,8777735488503;-4,08296880057187;0,00400492515307471;4,44639944048556e-05;1;0,0171186378458694;FALSE;TRUE
"99";"Genus:UKL13-1";2,07886730699894;-4,17237835186685;0,0989892603662957;0,140458168657086;21,0009378725165;-29,7054873472918;6,43035817598523e-98;6,52255108884971e-194;4,04469529269471e-95;4,10920718597532e-191;TRUE;TRUE
"100";"Class:ABY1";-2,70189754544042;5,38915135301186;0,0716793111565422;0,101845648943515;-37,6942454084091;52,9148904142266;0;0;0;0;TRUE;TRUE
"101";"Genus:Caulobacter";0,104224297764631;-0,223092333398231;0,192488845534234;0,272638315393385;0,541456298287657;-0,818272123917488;0,58819311185007;0,413201819837004;1;1;FALSE;FALSE
"102";"Genus:Candidatus Limnoluna";1,8666982082802;-3,74804015442937;0,647647572884538;0,916275976465627;2,88227469141306;-4,09051448547933;0,00394815379806379;4,30417326181938e-05;1;0,0166141087906228;FALSE;TRUE
"103";"Genus:Emticicia";0,596233832773186;-1,20711140341534;0,484752552568358;0,685916133608612;1,22997564347865;-1,75985276372596;0,218706225794927;0,0784327741208597;1;1;FALSE;FALSE
"104";"Family:Caulobacteraceae";-1,56308116265995;3,11151858745093;0,104594593263957;0,148381617227587;-14,9441870165826;20,9697039672947;1,69952611267225e-50;1,24033357778062e-97;9,89124197575248e-48;7,21874142268323e-95;TRUE;TRUE
"105";"Family:LiUU-11-161";1,42615575761401;-2,86695525309698;0,824510841190103;1,16639284058282;1,72969921845477;-2,45796712166411;0,0836840284195234;0,0139725965419706;1;1;FALSE;FALSE
"106";"Genus:alphaI cluster";2,08933571892871;-4,19331517572639;0,48565296993423;0,687189454356199;4,30211663116497;-6,10212387449244;1,69174215822776e-05;1,04668202603816e-09;0,00732524354512618;4,55306681326599e-07;TRUE;TRUE
"107";"Genus:Ferribacterium";-0,584703248131267;1,15476275839356;0,498876606950876;0,705889619050063;-1,17203981903453;1,63589706836539;0,241181069751943;0,101861131665732;1;1;FALSE;FALSE
"108";"Order:Vampirovibrionales";-2,58467597054345;5,15470820321793;0,0972841513156251;0,13804788358251;-26,5683149371147;37,340001667878;1,57788876152807e-155;3,68407181669e-305;1,03351713880089e-152;2,41306703993195e-302;TRUE;TRUE
"109";"Family:67-14";-2,51811249104053;5,02158124421209;0,0801270688325136;0,113792952629755;-31,4264895462985;44,1291057852299;8,79681823030672e-217;0;5,87627457784489e-214;0;TRUE;TRUE
"110";"Genus:Acinetobacter";-2,55744526145716;5,10024678504534;0,395923297279728;0,560299954311235;-6,4594462589815;9,10270783676035;1,05086796209894e-10;8,81071926828706e-20;5,05467489769588e-08;4,24676668731436e-17;TRUE;TRUE
"111";"Genus:Zoogloea";-2,72243777621465;5,43023181456033;0,136231719511709;0,193103649704565;-19,983875898892;28,1208139922171;7,60814709005756e-89;5,4529373210889e-174;4,72465934292574e-86;3,38627407639621e-171;TRUE;TRUE
"112";"Family:Pirellulaceae";0,686005476875673;-1,38665469162031;0,0996394435129804;0,141377242475806;6,88487864533591;-9,80818883815487;5,78368181165819e-12;1,03815094696718e-22;2,81665304227754e-09;5,06617662119982e-20;TRUE;TRUE
"113";"Order:Candidatus Vogelbacteria";-2,64692196311446;5,27920018835995;0,0684494962413377;0,0972756166214102;-38,6697069877914;54,2705394395619;0;0;0;0;TRUE;TRUE
"114";"Order:Sphingobacteriales";0,497336724372146;-1,00931718661326;0,710088333743902;1,00457827771653;0,700387121909136;-1,00471731173354;0,483685576528384;0,31503298974886;1;1;FALSE;FALSE
"115";"Genus:Legionella";-1,03193245195979;2,04922116605061;0,104435822861582;0,148157187066997;-9,88101997652186;13,8313989798142;5,03181008480951e-23;1,64784258277372e-43;2,67692296511866e-20;8,76652254035619e-41;TRUE;TRUE
"116";"Genus:Terrimonas";-0,749485856481195;1,48432797509342;0,230283421523899;0,326076559550262;-3,25462359175263;4,55208426248323;0,0011354274402675;5,31170519186735e-06;0,462118968188871;0,00215124060270628;FALSE;TRUE
"117";"Genus:Curvibacter";-1,60969039810816;3,20473705834735;0,400047918827715;0,566132641764618;-4,02374396253612;5,66075301427291;5,72801890546462e-05;1,50710205096416e-08;0,0244013605372793;6,42025473710731e-06;TRUE;TRUE
"118";"Family:Roseiflexaceae";-0,00708059766464521;-0,000482542539678959;0,824185910776285;1,16593332770236;-0,00859102002602318;-0,000413868038775321;0,99314544207728;0,999669781091078;1;1;FALSE;FALSE
"119";"Phylum:Desulfobacterota";-2,35292285410773;4,69120197034648;0,101492688945378;0,143996911406905;-23,1831758381536;32,5784902225447;6,73107509439033e-119;8,2724480685095e-233;4,28769483512664e-116;5,26954941964055e-230;TRUE;TRUE
"120";"Genus:Cavicella";-0,275320249736996;0,535996761605021;0,55112418029393;0,779775751349421;-0,499561187081575;0,687372953926133;0,617384092967845;0,491847736557683;1;1;FALSE;FALSE
"121";"Genus:FukuN57";-0,275320249736995;0,535996761605021;0,703368096052907;0,995074652165553;-0,391431245292487;0,53864979922717;0,695478500595159;0,590128518748475;1;1;FALSE;FALSE
"122";"Genus:Pseudomonas";-1,67145100871495;3,32825827956092;0,515701282259105;0,729682242185821;-3,24112246026016;4,56124335654772;0,00119060025507976;5,08516032344618e-06;0,482193103307301;0,00206457509131915;FALSE;TRUE
"123";"Order:Burkholderiales";0,00117974682669029;-0,0170032315223504;0,150982252305545;0,213956328037916;0,00781381128361246;-0,0794705708322739;0,9937655440573;0,93665833863435;1;1;FALSE;FALSE
"124";"Order:Candidatus Lloydbacteria";-2,08722890081435;4,15981406375972;0,187006593033634;0,264887184381481;-11,1612583650403;15,7040970988196;6,3092144293817e-29;1,41781894903457e-55;3,46375872173055e-26;7,7838260301998e-53;TRUE;TRUE
"125";"Genus:Pseudarcobacter";-2,74903887005091;5,48343400223285;0,138693122183959;0,19658324270089;-19,821017991106;27,8937000269964;1,96101538066901e-87;3,18141780095356e-171;1,21190750525345e-84;1,9661162009893e-168;TRUE;TRUE
"126";"Family:Rhizobiales Incertae Sedis";-0,134399972906004;0,254156207943038;0,252746809002921;0,357839188648305;-0,531757348139066;0,710252582739981;0,59489406691073;0,477547518472873;1;1;FALSE;FALSE
"127";"Genus:Ferruginibacter";0,583192724163397;-1,18102918619576;0,120413040568147;0,170742016711634;4,84326881384031;-6,91703898631116;1,27720308386668e-06;4,61181203452242e-12;0,000567078169236805;2,04764454332795e-09;TRUE;TRUE
"128";"Genus:Gordonia";-2,33095869210372;4,64727364633847;0,0787979479188264;0,111913596622265;-29,5814644120549;41,5255499474664;2,58762542345831e-192;0;1,71818328117632e-189;0;TRUE;TRUE
